1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,m,1948,Ac+,1981,2001,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,.,.,.,.,.,.,.,.,.,.,.,No Po,No,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,mar,1972,2000,mar,2003,2012,,,,,,,,,,Yes,No
700,w,1950,Ac,1982,2008,Ac,1980,2000,Ac,1978,1998,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,.,.,.,.,No Po,Yes,na,na,2,,,2,,,4,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Ligue marxiste révolutionnaire (LMR),Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,na,na,na,,,,,,,,,,,,,No,Yes
701,m,1948,Ac,1972,1990,Ac,1990,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,Yes,1972,1982,1,1983,0,3,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1972,2012,,,,,,,,,,,,,Yes,Rather not
702,m,1954,Ac,1979,1980,Ac+,1981,1992,Ac+,1989,1992,Ad+,1993,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,No Po,Yes,na,na,na,,,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,mar,1984,2012,,,,,,,,,,,,,Yes,Rather
703,m,1985,Po,2009,2010,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,.,.,Po,No,2009,2010,50,2011,2012,1,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Parti ouvrier populaire (POP),Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,cél,,,,,,,,,,,,,,,No,Yes
704,w,1972,Mb,2003,na,Ac,2004,na,Po,2004,na,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,na,na,45,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,conc,1998,2001,mar,2001,2012,,,,,,,,,,Yes,Rather not
705,m,1958,Ac+,2003,2012,Ac+,2009,2012,Ac+,2004,2008,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,No,2003,2012,10,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,conc,1996,1999,mar,1999,2012,,,,,,,,,,No,Rather
706,w,1964,Po,2011,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,No,na,na,na,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,mar,1996,2012,,,,,,,,,,,,,Yes,Rather
707,m,1975,Mb,1991,2001,Ac,2002,2006,Ac,2009,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac,Ac,.,.,Ac,Ac,Ac,Ac,No Po,Yes,1991,2001,0,2002,2006,4,2008,2012,2,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,conc,2007,na,,,,,,,,,,,,,No,Rather
708,m,1971,Mb,2000,2004,Mb,2004,2006,Mb,2005,2012,Mb,2011,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,,,,,,,,,,,,,No,Yes
709,w,1953,Ad,1997,2006,Ad,2007,2012,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,No,1997,2006,10,2007,2012,18,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
710,w,1953,Ad,1996,2006,Ad,2006,2009,Ad,2009,2012,Mb,1996,2012,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,No,1996,2006,10,2006,2009,14,2009,2012,18,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1975,2009,,,,,,,,,,,,,Yes,Rather
711,w,1960,Mb,1983,2012,Mb,2010,2012,Po,2011,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,No,na,na,na,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
712,w,1974,Po,2008,2010,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,.,.,Po,No,2008,2010,36,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
713,m,1968,Ac+,2009,na,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,No Po,Yes,na,na,5,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,na,na,na,,,,,,,,,,,,,Yes,Rather not
714,w,1955,Ac,1972,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,1986,2012,,,,,,,,,,,,,Yes,No
715,m,1985,Ac,2010,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,cél,,,,,,,,,,,,,,,No,No
716,m,1968,Ac,1993,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,mar,na,na,,,,conc,na,na,,,,,,,Yes,na
717,m,1949,Mb,1970,2012,Po,1974,2011,Ac,1974,1975,Po,1975,1989,Po+,1989,2000,Po+,2001,2011,Ac+,2001,2005,Po+,2005,2008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,No,na,na,50,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,mar,1978,2012,,,,,,,,,,,,,Yes,Rather
718,w,1951,Ad,2004,na,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,Ad,No Po,na,na,na,na,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,mar,1987,2012,,,,,,,,,,,,,Yes,Rather
719,w,1955,Mb,2000,2012,Ad,2002,2009,Po,2009,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,Yes,na,na,na,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Combat Socialiste (CS),Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,conc,1984,1988,mar,1988,1993,,,,,,,,,,Yes,Yes
720,m,1979,Ac+,2006,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,No Po,No,2006,2010,1,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,conc,2007,na,,,,,,,,,,,,,No,Rather
721,w,1959,Mb,1997,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,No Po,No,na,na,<1,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,na,na,na,na,,,,,,,,,,,,,na,na
722,m,1952,Po+,2002,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,No,na,na,40,,,,,,,,,,,,,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,na,na,na,na,,,,,,,,,,,,,na,na
723,m,1979,Po,2011,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,No,na,na,50,,,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Parti démocrate-chrétien (PDC) ,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,mar,2004,na,,,,,,,,,,,,,Yes,Rather not
724,m,1951,Ac,1976,1986,Mb,1986,1987,Mb,1988,1992,Ac,1992,1995,Ac+,1995,2000,Ac+,1995,2000,Ac,2000,2009,Ac+,2009,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Mb,Mb,Mb,Mb,Mb,Mb,Ac,Ac,Ac,Ac+,Ac+,Ac+,Ac+,Ac+,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac,Ac+,Ac+,Ac+,No Po,Yes,1976,1986,5,1986,1987,0,1987,1992,<1,1992,1995,1,1995,0,8,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,aut,1973,1991,mar,1991,2005,aut,2005,na,,,,,,,Yes,Rather
725,m,1962,Po+,1993,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po+,Po,Yes,na,na,55,,,,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1987,2011,,,,,,,,,,,,,Yes,No
726,w,1970,Ad,2011,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad,Ad,No Po,Yes,2011,2011,20,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,mar,1993,2006,,,,,,,,,,,,,Yes,Rather
727,m,1968,Po,2011,2012,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Po,Po,Po,Yes,na,na,55,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,mar,2003,2007,mar,2011,2012,,,,,,,,,,No,Rather
728,w,1979,na,na,na,,,,,,,,,,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,Yes,na,na,na,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,,,,,,,,,,,,,Yes,na
729,m,1947,Ac+,1984,1989,Ac+,1988,1999,Ac+,1994,1999,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,Ac+,.,.,.,.,.,.,.,.,.,.,.,.,.,No Po,Yes,1970,1984,1,1987,1999,2,,,,,,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Parti socialiste suisse (PSS),No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,mar,1974,2004,conc,2009,2012,,,,,,,,,,Yes,Rather
730,m,1957,Ad+,1991,na,Po+,2011,na,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Ad+,Po,Yes,1991,2010,50,2011,na,55,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,na,na,na,,,,,,,,,,,,,Yes,No
731,m,1959,Mb,1987,2012,Po,2003,2011,Ac+,2011,2012,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Mb,Po,No,1987,0,<1,2003,2011,45,2011,0,1.5,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,mar,1987,2012,,,,,,,,,,,,,Yes,Rather
732,w,1956,Mb,na,na,Ac,na,na,Ac,na,na,Ac+,na,na,,,,,,,,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,No Po,No,na,na,na,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,mar,1974,2012,,,,,,,,,,,,,Yes,Rather not
733,m,1984,Ac,2007,na,Ac+,2008,na,Ac,2011,na,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ac,Ac,Ac,Ac,Ac,Ac,No Po,No,2007,,2,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Parti socialiste suisse (PSS),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,cél,,,,,,,,,,,,,,,No,No
